TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
99.76946,,0.0,343.58256288457017,0.0,23.78125,,,,,2.8262152325837975,0.35,10.1875,,,0.0,0.0,,,0.0,,,1.0,,17.59375,19.9375,,0.039795581709398675,-1.0,,3.0,41.90625,0.22464674711227417,0.044376373291015625,0.0,0.0,,,0.35,0.0,1.0,,,0.05832900000000052,-3.5076544889664256,0.0,,,,8.81889763779529,,,,,0.0,,0.0,0.23465682566165924,0.0,,0.0,91.44800034130863,1897.142822265625,,18.857145309448242,,,,,0.0,,47.706687345859194,,,0.0,,0.0,,-0.0,0.01277400000000739,,1.0,,0.65,6.526139229772224,,8.81889763779529,,1.0,-0.14283618278756155,0.0,,0.0,,,47.78627850927799,0.0,,0.0,,1.0,,29.875,0.0,,,,1.0,20.571430206298828,0.0,,91.46789813216333,,,1.0,12.3125,,
99.788161,,0.0,338.92097519053306,0.0,32.0,,,,,0.5947719144489673,0.35,13.1875,,,0.0,0.0,,,0.0,,,1.0,,23.96875,19.46875,,0.07135421833942246,-1.0,,3.0,41.625,0.25644704699516296,0.044376373291015625,0.0,0.0,,,0.35,0.0,1.0,,,0.018701000000007184,-3.8379412398047466,0.0,,,,8.81889763779529,,,,,0.0,,0.0,0.26612141728401184,0.0,,0.0,91.43222102299362,1897.142822265625,,18.857145309448242,,,,,0.0,,47.67512870922917,,,0.0,,0.0,,-0.0,0.016498999999996045,,1.0,,0.65,6.526139229772224,,8.81889763779529,,1.0,-0.12625779780138074,0.0,,0.0,,,47.817837145908015,0.0,,0.0,,1.0,,30.125,0.0,,,,1.0,20.571430206298828,0.0,,91.46789813216333,,,1.0,9.3125,,
99.81042,,0.0,343.83768470401526,0.0,20.8125,,,,,3.1015410955807687,0.35,14.125,,,0.0,0.0,,,0.0,,,1.0,,24.28125,19.09375,,0.10551701379731071,-1.0,,3.0,27.46875,0.20871607959270477,0.044376373291015625,0.0,0.0,,,0.35,0.0,1.0,,,0.022258999999991147,-4.129748434768742,0.0,,,,8.81889763779529,,,,,0.0,,0.0,0.21787163615226746,0.0,,0.0,91.41513962526467,2268.5712890625,,26.857145309448242,,,,,0.0,,55.59871306836611,,,0.0,,0.0,,-0.0,0.01062900000000866,,1.0,,0.65,6.526139229772224,,8.81889763779529,,1.0,-0.11246562146635364,0.0,,0.0,,,55.80974709596073,0.0,,0.0,,1.0,,24.5625,0.0,,,,1.0,28.571430206298828,0.0,,91.46789813216333,,,1.0,12.3125,,
99.826768,,0.0,348.46648041227144,0.0,20.8125,,,,,0.24796150665023978,0.35,15.28125,,,0.0,0.0,,,0.0,,,1.0,,19.375,19.21875,,0.12619058129425298,-1.0,,3.0,27.6875,0.21738334000110626,0.044376373291015625,0.0,0.0,,,0.35,0.0,1.0,,,0.0163480000000078,-4.274070070781031,0.0,,,,8.81889763779529,,,,,0.0,,0.0,0.22598956525325775,0.0,,0.0,91.4048028415162,2268.5712890625,,26.857145309448242,,,,,0.0,,55.57803950086917,,,0.0,,0.0,,-0.0,0.01210100000000125,,1.0,,0.65,6.526139229772224,,8.81889763779529,,1.0,-0.10976285839582609,0.0,,0.0,,,55.83042066345767,0.0,,0.0,,1.0,,16.75,0.0,,,,1.0,37.714290618896484,0.0,,91.46789813216333,,,1.0,13.375,,
99.847591,,0.0,348.2246905283845,0.0,19.09375,,,,,356.8897282089368,0.35,14.03125,,,0.0,0.0,,,0.0,,,1.0,,0.0,19.4375,,0.15097752647128004,-1.0,,3.0,21.125,0.16269417107105255,0.044376373291015625,0.0,0.0,,,0.35,0.0,1.0,,,0.02082299999999293,-4.502712338911171,0.0,,,,8.79921259842521,,,,,0.0,,0.0,0.17096468806266785,0.0,,0.0,91.39240936892769,2622.857177734375,,36.0,,,,,0.0,,59.53212613298931,,,0.0,,0.0,,-0.0,0.032836000000003196,,1.0,,0.65,6.526139229772224,,8.79921259842521,,1.0,-0.08475204590501488,0.0,,0.0,,,59.83408118593187,0.0,,0.0,,1.0,,18.375,0.0,,,,1.0,37.714290618896484,0.0,,91.46789813216333,,,1.0,11.53125,,
99.910947,,0.0,357.23127627245236,0.0,1.59375,,,,,0.3571179521416147,0.35,12.78125,,,0.0,0.0,,,0.0,,,1.0,,4.1875,23.5,,0.1901494682051066,-1.0,,3.0,11.0,0.16022217273712158,0.04482007026672363,0.0,0.0,,,0.35,0.0,1.0,,,0.06335599999999886,-4.476709718275661,0.0,,,,8.79921259842521,,,,,0.0,,0.0,0.16812646389007568,0.0,,0.0,91.37282339806077,2920.0,,50.85714340209961,,,,,0.0,,75.40844850044525,,,0.0,,0.0,,-0.0,0.012641000000002123,,1.0,,0.65,6.544989248519916,,8.79921259842521,,1.0,-0.09680825693591935,0.0,,0.0,,,75.78874743685546,0.0,,0.0,,1.0,,11.375,0.0,,,,1.0,52.57143020629883,0.0,,91.46789813216333,,,1.0,13.125,,
99.929967,,0.0,352.43572210932945,0.0,17.09375,,,,,2.4982495187154177,0.35,11.09375,,,0.0,0.0,,,0.0,,,1.0,,0.0,24.03125,,0.21584640075698758,-1.0,,3.0,15.5,0.23563341796398163,0.04482007026672363,0.0,0.0,,,0.35,0.0,1.0,,,0.019020000000011805,-4.447250890188292,0.0,,,,8.818897637795288,,,,,0.0,,0.0,0.24289681017398834,0.0,,0.0,91.35997493178483,2954.285888671875,,59.428565979003906,,,,,0.0,,79.36162514519042,,,0.0,,0.0,,-0.0,0.011521999999999366,,1.0,,0.65,6.544989248519916,,8.818897637795288,,1.0,-0.10782679065526625,0.0,,0.0,,,79.79331794670439,0.0,,0.0,,1.0,,16.21875,0.0,,,,1.0,61.142860412597656,0.0,,91.46789813216333,,,1.0,12.03125,,
99.952015,,0.0,341.37000930829015,0.0,12.1875,,,,,6.156883405138172,0.35,11.53125,,,0.0,0.0,,,0.0,,,1.0,,12.84375,19.59375,,0.28027707360192267,-1.0,,3.0,23.34375,0.26749473810195923,0.04482007026672363,0.0,0.0,,,0.35,0.0,1.0,,,0.02204799999999807,-4.535775517962003,0.0,,,,8.79921259842521,,,,,0.0,,0.0,0.27433088421821594,0.0,,0.0,91.32775959536237,2954.285888671875,,59.428565979003906,,,,,0.0,,83.2760680496431,,,0.0,,0.0,,-0.0,0.013001000000002705,,1.0,,0.65,6.544989248519916,,8.79921259842521,,1.0,-0.05754969177689092,0.0,,0.0,,,83.83662219684695,0.0,,0.0,,1.0,,14.0625,0.0,,,,1.0,69.14286041259766,0.0,,91.46789813216333,,,1.0,13.46875,,
99.971014,,0.0,346.4132010571107,0.0,17.21875,,,,,356.51027817413774,0.35,12.46875,,,0.0,0.0,,,0.0,,,1.0,,11.375,19.375,,0.3881569902319768,-1.0,,3.0,20.4375,0.251625120639801,0.04482007026672363,0.0,0.0,,,0.35,0.0,1.0,,,0.01899899999999377,-4.845947953421224,0.0,,,,8.779527559055133,,,,,0.0,,0.0,0.2471694052219391,0.0,,0.0,91.27381963704734,2965.71435546875,,69.14285278320312,,,,,0.0,,87.14706171031055,,,0.0,,0.0,,-0.0,0.02884000000000242,,1.0,,0.65,6.544989248519916,,8.779527559055133,,1.0,-0.015537945860983315,0.0,,0.0,,,87.9233756907745,0.0,,0.0,,1.0,,19.90625,0.0,,,,1.0,69.14286041259766,0.0,,91.46789813216333,,,1.0,13.15625,,
100.012121,,0.0,353.7693565550757,0.0,10.34375,,,-1.0,,1.615375168909152,0.35,12.71875,0.0,8.65625,0.0,0.0,,0.0,0.0,,,1.0,,9.8125,22.09375,57.879630825,0.4646178069108373,-1.0,0.0,3.0,10.53125,0.20181889832019806,0.04482007026672363,0.0,0.0,,0.0,0.35,0.0,1.0,,,0.041106999999996674,-4.722804077988355,0.0,0.0,,,8.79921259842521,0.0,,,,0.0,,0.0,0.19223609566688538,0.0,,0.0,91.23558922870791,2965.714599609375,11.75,83.4285659790039,90.0,32.0,,,0.0,0.164794921875,99.00722162552385,,0.0,0.0,,0.0,,-0.0,0.028435000000001764,11.662677978515624,1.0,,0.65,6.544989248519916,,8.79921259842521,0.0,1.0,-0.14316246394365234,0.0,0.0,0.0,0.392578125,40.0,99.93645723934553,0.0,,0.0,0.443115234375,1.0,0.4840521216392517,10.75,0.0,0.0,,0.0,1.0,82.85713958740234,0.0,0.0,91.46789813216333,,,1.0,14.03125,,
100.045024,,0.0,353.60750934777906,0.0,10.34375,,,,,2.403842256953476,0.35,12.71875,,,0.0,0.0,,,0.0,,,1.0,,9.8125,22.53125,,0.462677185274714,-1.0,,3.0,10.53125,0.20181889832019806,0.04482007026672363,0.0,0.0,,,0.35,0.0,1.0,,,0.03290300000000457,-4.719332231270981,0.0,,,,8.818897637795288,,,,,0.0,,0.0,0.19223609566688538,0.0,,0.0,91.23655953952597,2965.714599609375,,83.4285659790039,,,,,0.0,,99.00916224715998,,,0.0,,0.0,,-0.0,0.00917400000000157,,1.0,,0.65,6.544989248519916,,8.818897637795288,,1.0,-0.08544441713710094,0.0,,0.0,,,99.9345166177094,0.0,,0.0,,1.0,,10.75,0.0,,,,1.0,82.85713958740234,0.0,,91.46789813216333,,,1.0,12.28125,,
100.061712,,0.0,349.5502343707334,0.0,14.90625,,,,,358.5441644695852,0.35,12.84375,,,0.0,0.0,,,0.0,,,1.0,,0.4375,19.3125,,0.4677542498656635,-1.0,,3.0,15.875,0.269905686378479,0.07134723663330078,0.0,0.0,,,0.35,0.0,1.0,,,0.016688000000002035,-4.7505566966778305,0.0,,,,8.818897637795288,,,,,0.0,,0.0,0.2625202238559723,0.0,,0.0,91.2340210072305,2965.71484375,,87.4285659790039,,,,,0.0,,102.98295875986618,,,0.0,,0.0,,-0.0,0.009280000000003952,,1.0,,0.65,6.524981837472212,,8.818897637795288,,1.0,-0.10407287797798849,0.0,,0.0,,,103.9184672595975,0.0,,0.0,,1.0,,16.125,0.0,,,,1.0,87.42855834960938,0.0,,91.46789813216333,,,1.0,11.90625,,
100.079352,,0.0,341.96673421117856,0.0,15.71875,,,,,359.7386115814311,0.35,12.84375,,,0.0,0.0,,,0.0,,,1.0,,14.125,19.3125,,0.4363381373626112,-1.0,,3.0,16.25,0.23902097344398499,0.07134723663330078,0.0,0.0,,,0.35,0.0,1.0,,,0.0176400000000001,-4.946741109715959,0.0,,,,8.818897637795288,,,,,0.0,,0.0,0.23166599869728088,0.0,,0.0,91.24972906348202,2965.71484375,,87.4285659790039,,,,,0.0,,106.99324844966685,,,0.0,,0.0,,-0.0,0.011234000000001743,,1.0,,0.65,6.524981837472212,,8.818897637795288,,1.0,-0.10510452510667045,0.0,,0.0,,,107.86592472439207,0.0,,0.0,,1.0,,14.4375,0.0,,,,1.0,87.42855834960938,0.0,,91.46789813216333,,,1.0,14.90625,,
100.095483,,0.0,353.73939238190235,0.0,12.96875,,,,,358.8477798612889,0.35,12.0,,,0.0,0.0,,,0.0,,,1.0,,7.78125,22.1875,,0.4311525899144897,-1.0,,3.0,15.5,0.2706991732120514,0.07134723663330078,0.0,0.0,,,0.35,0.0,1.0,,,0.01613100000000145,-5.09427446085264,0.0,,,,8.818897637795288,,,,,0.0,,0.0,0.2632831931114197,0.0,,0.0,91.25232183720608,2965.71484375,,92.57142639160156,,,,,0.0,,110.97730757441212,,,0.0,,0.0,,-0.0,0.015427999999999997,,1.0,,0.65,6.524981837472212,,8.818897637795288,,1.0,-0.07289438174746034,0.0,,0.0,,,111.8396127542411,0.0,,0.0,,1.0,,17.53125,0.0,,,,1.0,92.57141876220703,0.0,,91.46789813216333,,,1.0,14.90625,,
100.117992,,0.0,346.2042868949119,0.0,13.59375,,,,,3.0588619980099185,0.35,13.25,,,0.0,0.0,,,0.0,,,1.0,,9.15625,20.8125,,0.4359358145054557,-1.0,,3.0,2.59375,0.27466657757759094,0.07134723663330078,0.0,0.0,,,0.35,0.0,1.0,,,0.022508999999999446,-5.328088125309311,0.0,,,,8.740157480314974,,,,,0.0,,0.0,0.26773887872695923,0.0,,0.0,91.2499302249106,2965.71484375,,97.14286041259766,,,,,0.0,,114.95139792711811,,,0.0,,0.0,,-0.0,0.010846999999998275,,1.0,,0.65,6.524981837472212,,8.740157480314974,,1.0,-0.11075736210651864,0.0,,0.0,,,115.82326955612902,0.0,,0.0,,1.0,,14.53125,0.0,,,,1.0,97.14286041259766,0.0,,91.46789813216333,,,1.0,13.125,,
100.135163,,0.0,358.28357600668403,0.0,15.34375,,,,,30.776673587088435,0.35,13.875,,,0.0,0.0,,,0.0,,,1.0,,9.96875,23.71875,,0.42768234200241295,-1.0,,3.0,17.1875,0.2685323655605316,0.07134723663330078,0.0,0.0,,,0.35,0.0,1.0,,,0.01717100000000471,-5.425566295404996,0.0,,,,8.720472440944896,,,,,0.0,,0.0,0.19241920113563538,0.0,,0.0,91.25405696116212,2954.286376953125,,97.14286041259766,,,,,0.0,,118.93852497691921,,,0.0,,0.0,,-0.0,0.010638999999997623,,1.0,,0.65,6.524981837472212,,8.720472440944896,,1.0,-0.032743779947052465,0.0,,0.0,,,119.79388966092404,0.0,,0.0,,1.0,,18.5625,0.0,,,,1.0,97.14286041259766,0.0,,91.46789813216333,,,1.0,11.375,,
100.151239,,0.0,32.994467689696634,0.0,19.65625,,,,,354.3449497190744,0.35,12.25,,,0.0,0.0,,,0.0,,,1.0,,0.0,20.34375,,0.44630438949934614,-1.0,,3.0,23.59375,0.3317667245864868,0.07134723663330078,0.0,0.0,,,0.35,0.0,1.0,,,0.016075999999998203,-3.3968368683422145,0.0,,,,8.779527559055133,,,,,0.0,,0.0,0.32154300808906555,0.0,,0.0,91.24474593741365,2948.572265625,,104.0,,,,,0.0,,122.89877650671922,,,0.0,,0.0,,-0.0,0.010335999999995238,,1.0,,0.65,6.524981837472212,,8.779527559055133,,1.0,1.182993215497985,0.0,,0.0,,,123.79138528571791,0.0,,0.0,,1.0,,27.25,0.0,,,,1.0,103.4285659790039,0.0,,91.46789813216333,,,1.0,14.21875,,
