TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
249.31557,0.0,0.0,359.1829201047927,0.0,0.0,0.0,,0.0,-1.0,0.0,359.8558140976331,0.0,-0.0,0.0,-0.6820603931726481,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.68993234999999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04396653175354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.859375,0.024235000000004447,-0.847324505727697,0.0,0.0,,0.0,8.641732283464517,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.81711026136193,12.9,-0.0,12.9296875,89.31793960682735,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019577999999995654,12.7118505859375,1.0,,0.0,6.387164465939876,,8.641732283464517,1.0,0.0,-0.143320171093422,0.0,-1.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5469764471054077,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.339197,0.0,0.0,359.47567786390965,0.0,0.0,0.0,,0.0,-1.0,0.0,359.90466992184844,0.0,-0.0,0.0,-0.6847775070091444,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.8730378,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04396653175354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.8515625,0.023627000000004728,-0.8475072648114124,0.0,0.0,,0.0,8.700787401574754,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.8163768307636,12.9,-0.0,12.9375,89.31522249299086,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018765999999999394,12.705568115234374,1.0,,0.0,6.387164465939876,,8.700787401574754,1.0,0.0,-0.13884135393636496,0.0,-1.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5517122745513916,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.361923,0.0,0.0,359.13486581937747,0.0,0.0,0.0,,0.0,-1.0,0.0,359.8077548404811,0.0,-0.0,0.0,-0.6820603931726481,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.8272614375,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04396653175354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.859375,0.022725999999977375,-0.8488855999677248,0.0,0.0,,0.0,8.759842519684991,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.81397188320557,12.950000000000001,-0.0,12.9296875,89.31793960682735,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027933000000018637,12.72441552734375,1.0,,0.0,6.387164465939876,,8.759842519684991,1.0,0.0,-0.1404266615949581,0.0,-1.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4994162321090698,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.407946,0.0,0.0,359.1856498658129,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.9130028668154182,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.96459052499999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.043875694274902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.8515625,0.046023000000019465,-0.8518472999162243,0.0,0.0,,0.0,8.759842519684991,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.81044074148397,12.9,-0.0,12.9375,89.08699713318458,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027059999999977435,12.705568115234374,1.0,,0.0,7.085990387133288,,8.759842519684991,1.0,0.0,-0.14412511047141038,0.0,-1.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5406217575073242,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.440995,0.0,0.0,359.1363101762669,0.0,0.0,0.0,,0.0,-1.0,0.0,359.9520189659605,0.0,-0.0,0.0,-0.45653041409904915,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.68993234999999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.043875694274902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.8515625,0.03304899999997701,-0.8484823344747647,0.0,0.0,,0.0,8.661417322834598,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.80746234166708,12.950000000000001,-0.0,12.9375,89.54346958590095,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026500000000027057,12.7118505859375,1.0,,0.0,7.085990387133288,,8.661417322834598,1.0,0.0,-0.14484204717862634,0.0,-1.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4777931869029999,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.473294,0.0,0.0,359.4712816824843,0.0,0.0,0.0,,0.0,-1.0,0.0,359.80774110913836,0.0,-0.0,0.0,-0.45292162896119237,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.8272614375,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.043875694274902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.84375,0.03229900000002317,-0.8488899176810819,0.0,0.0,,0.0,8.700787401574756,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.80554099102002,12.950000000000001,-0.0,12.9375,89.54707837103881,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02624099999999885,12.7118505859375,1.0,,0.0,7.085990387133288,,8.700787401574756,1.0,0.0,-0.14538820207560726,0.0,-1.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5619350075721741,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.504365,0.0,0.0,359.23162948867787,0.0,0.0,0.0,,0.0,-1.0,0.0,359.7118684290421,0.0,-0.0,0.0,-0.4547188616931379,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.9188141625,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.043875694274902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.8515625,0.031070999999997184,-0.8491826832347096,0.0,0.0,,0.0,8.740157480314913,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.80256090227755,12.950000000000001,-0.0,12.9375,89.54528113830686,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03497299999997949,12.7118505859375,1.0,,0.0,7.085990387133288,,8.740157480314913,1.0,0.0,-0.14841895810306435,0.0,-1.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5018872022628784,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.544612,0.0,0.0,359.27721539421384,0.0,0.0,0.0,,0.0,-1.0,0.0,359.95181555522896,0.0,-0.0,0.0,-0.6793647554652438,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,70.05614325,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04358196258544922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.859375,0.040246999999993704,-0.8430265796688422,0.0,0.0,,0.0,8.681102362204676,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.80011085628243,12.9,-0.0,12.9375,89.32063524453476,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029810999999995147,12.7118505859375,1.0,,0.0,6.518329725252268,,8.681102362204676,1.0,0.0,-0.15067069658462093,0.0,-1.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5116217136383057,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.583224,0.0,0.0,359.32878393944446,0.0,0.0,0.0,,0.0,-1.0,0.0,0.09588584840975345,0.0,-0.0,0.0,-0.6820603931726481,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.8730378,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04358196258544922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.8515625,0.038612000000000535,-0.8444557452276605,0.0,0.0,87.4,0.0,8.759842519684991,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.79883568981103,12.9,-0.0,12.9375,89.31793960682735,0.0,0.0,57.96630752623524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025933000000009088,12.705568115234374,1.0,84.4,0.0,6.518329725252268,,8.759842519684991,1.0,0.0,-0.14413765259700043,0.0,-1.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49323922395706177,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.617198,0.0,0.0,359.0411672776805,0.0,0.0,0.0,,0.0,-1.0,0.0,359.85618158376604,0.0,-0.0,0.0,-0.6847775070091444,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.781485075,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04358196258544922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.8515625,0.033974000000000615,-0.846772278368091,0.0,0.0,,0.0,8.740157480314913,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.79320808932258,12.9,-0.0,12.9375,89.31522249299086,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026937000000003763,12.69928564453125,1.0,,0.0,6.518329725252268,,8.740157480314913,1.0,0.0,-0.14796480056997532,0.0,-1.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5341172218322754,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
249.651974,0.0,0.0,359.1370328193362,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0479408095470129,0.0,-0.0,0.0,-0.6793647554652438,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,69.9188141625,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04358196258544922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.8515625,0.0347759999999937,-0.8459639529045688,0.0,0.0,,0.0,8.700787401574756,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.497574607448723E-7,0.0,-179.78992565254595,12.9,-0.0,12.9375,89.32063524453476,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03177400000001285,12.72441552734375,1.0,,0.0,6.518329725252268,,8.700787401574756,1.0,0.0,-0.146730573342633,0.0,-1.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5097567439079285,0.0,0.0,0.0,,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
