TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
13.321486,0.0,0.0,0.7208454713228726,0.0,0.0,0.0,,0.0,2.059947913032518,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04638195037841797,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02354700000000065,1.9047845942039994,0.0,,,0.0,9.271653543307089,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07975166454212157,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.030378999999999934,,1.0,,0.0,7.5355803090190445,,9.271653543307089,,0.0,0.0,0.0,0.7624388587862605,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.363471,0.0,0.0,1.735538173093771,0.0,0.0,0.0,,0.0,0.7932929030130892,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04638195037841797,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.04198500000000038,1.8933234850312193,0.0,,,0.0,9.271653543307089,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07490489652014352,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.04627299999999934,,1.0,,0.0,7.5355803090190445,,9.271653543307089,,0.0,0.0,0.0,0.7575552925466115,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.41488,0.0,0.0,2.9225877878985105,0.0,0.0,0.0,,0.0,0.2318514720142059,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04641604423522949,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.051408999999999594,1.8905223751986528,0.0,,,0.0,9.311023622047246,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.06883682203906905,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.016928999999999306,,1.0,,0.0,6.880047503990106,,9.311023622047246,,0.0,0.0,0.0,0.7534326819439447,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.439389,0.0,0.0,0.46655758198833425,0.0,0.0,0.0,,0.0,2.6966316906225143,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04641604423522949,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.024509000000000114,1.8857784175314787,0.0,,,0.0,9.330708661417326,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.06793552442002145,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.022028999999999854,,1.0,,0.0,6.880047503990106,,9.330708661417326,,0.0,0.0,0.0,0.7692592176457677,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.466051,0.0,0.0,1.6144718083939902,0.0,0.0,0.0,,0.0,1.2820178735226073,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04641604423522949,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.026661999999999964,1.8906375842336138,0.0,,,0.0,9.291338582677168,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.06978665378510081,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.02216100000000054,,1.0,,0.0,6.880047503990106,,9.291338582677168,,0.0,0.0,0.0,0.7725254878743971,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.496014,0.0,0.0,3.4477186826865984,0.0,0.0,0.0,,0.0,359.3735077231111,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04641604423522949,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.029963000000000406,1.8929850387028138,0.0,,,0.0,9.291338582677168,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07191454262514964,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.028298999999998742,,1.0,,0.0,6.880047503990106,,9.291338582677168,,0.0,0.0,0.0,0.7637800005188031,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.53669,0.0,0.0,2.1042940628205837,0.0,0.0,0.0,,0.0,0.6011027489120794,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04877352714538574,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.04067599999999949,1.8830219820095218,0.0,,,0.0,9.370078740157483,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07560246952380652,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.02828599999999959,,1.0,,0.0,6.556191744549017,,9.370078740157483,,0.0,0.0,0.0,0.7573619746985346,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.586702,0.0,0.0,2.5617597261871516,0.0,0.0,0.0,,0.0,0.044928184985682844,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04877352714538574,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.05001200000000061,1.8815367025306853,0.0,,,0.0,9.350393700787404,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07977730126983826,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.01839599999999919,,1.0,,0.0,6.556191744549017,,9.350393700787404,,0.0,0.0,0.0,0.7453607067233612,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.617101,0.0,0.0,3.442483556892966,0.0,0.0,0.0,-1.0,0.0,359.64255211915713,0.0,0.0,9.03125,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,94.16386428571428,0.0,-1.0,0.0,3.0,0.0,0.0,0.04877352714538574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.030398999999999177,1.8788244653708692,0.0,0.0,,0.0,9.350393700787404,0.0,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07919866764346466,-0.0,12.65,-0.0,0.0,0.0,,1.0,0.2119140625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.03524799999999928,12.47311669921875,1.0,,0.0,6.556191744549017,,9.350393700787404,0.0,0.0,0.0,0.0,0.7448674255668504,0.0,-1.0,0.0,0.281494140625,6.0,0.0,0.0,0.0,0.0,0.0,0.507080078125,1.0,0.4805324673652649,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13.662231,0.0,0.0,3.627135989246079,0.0,0.0,0.0,,0.0,359.637526119881,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04877352714538574,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.045130000000000337,1.8794365484396125,0.0,,,0.0,9.389763779527561,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07790591615384315,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.04361499999999907,,1.0,,0.0,6.556191744549017,,9.389763779527561,,0.0,0.0,0.0,0.7543682185967118,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.720103,0.0,0.0,3.5569284629806863,0.0,0.0,0.0,,0.0,0.08886614074963688,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04924511909484863,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0578719999999997,1.878213744658385,0.0,,,0.0,9.370078740157481,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07750290652014351,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.02804500000000054,,1.0,,0.0,6.526911052773269,,9.370078740157481,,0.0,0.0,0.0,0.7629869825129272,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.752308,0.0,0.0,2.629080935856451,0.0,0.0,0.0,,0.0,0.048669606388873105,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04924511909484863,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03220499999999937,1.871336838430291,0.0,,,0.0,9.291338582677167,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07516716804639505,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.011461999999999861,,1.0,,0.0,6.526911052773269,,9.291338582677167,,0.0,0.0,0.0,0.7642625089685238,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.768247,0.0,0.0,3.007761840810953,0.0,0.0,0.0,,0.0,359.8568387885792,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04924511909484863,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.015939000000001258,1.8716830347307858,0.0,,,0.0,9.25196850393701,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07412159203906903,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.016208999999999918,,1.0,,0.0,6.526911052773269,,9.25196850393701,,0.0,0.0,0.0,0.763967757291037,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.790056,0.0,0.0,2.3298160438977225,0.0,0.0,0.0,,0.0,0.7166876269062484,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04924511909484863,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0218089999999993,1.8729368047476205,0.0,,,0.0,9.271653543307089,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07608794871794572,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.021397999999999584,,1.0,,0.0,6.526911052773269,,9.271653543307089,,0.0,0.0,0.0,0.7581777644801991,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.820366,0.0,0.0,0.3687950536486509,0.0,0.0,0.0,,0.0,1.738860165347939,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04924511909484863,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03031000000000006,1.8696227586715655,0.0,,,0.0,9.330708661417326,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.07480999584859288,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.023894000000000304,,1.0,,0.0,6.526911052773269,,9.330708661417326,,0.0,0.0,0.0,0.751067937884782,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
13.855794,0.0,0.0,0.26039031702122734,0.0,0.0,0.0,,0.0,2.6569242165571287,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04924511909484863,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03542799999999957,1.857663727530332,0.0,,,0.0,9.429133858267718,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.05337231091574792,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,0.02056900000000006,,1.0,,0.0,6.526911052773269,,9.429133858267718,,0.0,0.0,0.0,0.7650658805942155,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
