TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Driver Loading To Trench Command,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Driver Turn 180 Deg Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Right Master Moter Current,Robot CAN Bus Utilization,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
177.153469,,,358.99070201415515,,0.21875,,,,0.14417811009262704,,,,,,0.0,,0.0,,,1.0,,0.0,,,-0.03648438774121132,,,,0.1875,-0.003875850699841976,,,,,,,,0.0,,,,-0.9487951064998116,,,,,,,,,0.0,,,-0.003479110077023506,0.0,,,0.0,-4.085236975390117,-0.0,,-0.0,,,,0.0,,-0.4279672280944721,,,,,,,0.00998799999999278,,,,0.0,,,,,0.0,,,-0.32749936791599793,,,,,-0.5009360035768947,,,,,,,,0.15625,,0.0,,,,0.0,,,,-4.103479169260723,,,0.0,,,
177.166219,,0.0,359.2290419369695,,0.21875,,,,359.7590821089928,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.21875,0.0,,-0.09494309161410186,,,,0.1875,-0.003875850699841976,0.047971487045288086,0.0,0.0,,0.0,,0.0,0.0,,,0.012750000000011141,-0.9477082965305198,,,,9.19291338582671,,,,,0.0,,,-0.003479110077023506,0.0,,,0.0,-4.083917654974982,-0.0,,-0.0,,,,0.0,,-0.8337761193861626,,0.0,,-2.7878185583203187E9,,,,,1.0,,0.0,6.555658886619079,9.19291338582671,,,0.0,,,-0.32885123416059425,0.0,0.0,,,-1.0236623026143663,,0.0,,,,,1.0,0.1875,,0.0,,,,0.0,0.0,,,-4.131389200782033,,,0.0,0.0,,
177.172013,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.166219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005400999999977785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.17489,,0.0,359.08910061933545,,0.21875,,,,0.14382029738876786,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.21875,0.0,,-0.18368670488616523,,,,0.1875,-0.003875850699841976,0.06767106056213379,0.0,0.0,,0.0,,0.0,0.0,,,0.008670999999992546,-0.9437530321741094,,,,9.133858267716473,,,,,0.0,,,-0.003479110077023506,0.0,,,0.0,-4.081397027294884,-0.0,,-0.0,,,,0.0,,-1.208930619459053,,0.0,,-2.7878185583203187E9,,,0.005310000000008586,,1.0,,0.0,6.610241506912355,9.133858267716473,,,0.0,,,-0.328306781432104,0.0,0.0,,,-1.5763040292313835,,0.0,,,,,1.0,0.1875,,0.0,,,,0.0,0.0,,,-4.173240379737966,,,0.0,0.0,,
177.182827,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06767106056213379,0.0,0.0,,,,0.0,,,,0.007936999999998307,,,,,9.133858267716473,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-2.7878185583203187E9,,,,,1.0,,,6.610241506912355,9.133858267716473,,,,,,,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,,,,
177.184542,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.182827,,,359.03875457576777,,0.1875,,,,0.1441801896622665,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.21875,0.0,,-0.1872824691840922,,,,0.03125,-0.008117923513054848,,,,,0.0,,,0.0,,,,-0.9416703208131106,,,,,,,,,0.0,,,-0.0066225165501236916,0.0,,,0.0,-4.07959914514592,-0.0,,-0.0,,,,0.0,,-1.205334855161126,,,,,,,0.005910999999997557,,,,0.0,,,,,0.0,,,-0.32720476027257706,,,,,-1.5798997935293104,,,,,,,,0.1875,,0.0,,,,0.0,,,,-4.173240379737966,,,0.0,0.0,,
177.192225,,0.0,358.9417603138811,,,,,,359.9519008467727,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,0.06767106056213379,0.0,0.0,,0.0,,0.0,0.0,,,0.009398000000004458,-0.9415567112332537,,,,9.133858267716473,,,,,,,,,0.0,,,,-4.078827127270465,-0.0,,,,,,,,,,0.0,,-2.7878185583203187E9,,,,,1.0,,0.0,6.610241506912355,9.133858267716473,,,0.0,,,-0.32662501974301855,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,0.0,0.0,,
177.196038,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.192225,,,,,0.1875,,,,,,,,,,0.0,,0.0,,,1.0,,0.21875,,,-0.18882650493500286,,,,0.03125,-0.008117923513054848,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.0066225165501236916,,,,0.0,,,,-0.0,,,,0.0,,-1.2037908194102154,,,,,,,0.004830999999995811,,,,,,,,,,,,,,,,,-1.581443829280221,,,,,,,,0.1875,,0.0,,,,0.0,,,,-4.173240379737966,,,,,,
177.198755,,0.0,359.13631259919856,,0.1875,,,,0.14394258633815693,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.03125,0.0,,-0.3038952875097607,,,,0.03125,-0.008117923513054848,0.06767106056213379,0.0,0.0,,0.0,,0.0,0.0,,,0.006529999999997926,-0.9411448980188759,,,,9.251968503936947,,,,,0.0,,,-0.0066225165501236916,0.0,,,0.0,-4.077078005121493,-0.0,,-0.0,,,,0.0,,-9.883215983819026,,0.0,,-2.7878185583203187E9,,,,,1.0,,0.0,6.610241506912355,9.251968503936947,,,0.0,,,-0.3282960649947718,0.0,0.0,,,-14.203567665501035,,0.0,,,,,1.0,0.1875,,0.0,,,,0.0,0.0,,,-4.229025648876373,,,0.0,0.0,,
177.207474,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.198755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053769999999815354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.21601,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,0.06767106056213379,0.0,0.0,,0.0,,0.0,,,,0.017255000000005793,,,,,9.311023622047184,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-2.7878185583203187E9,,,,,1.0,,,6.610241506912355,9.311023622047184,,,,,,,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,,0.0,,
177.221234,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.21601,,,359.71064215783207,,0.125,,,,0.5304945511607566,,,,,,0.0,,0.0,,,1.0,,0.03125,,,-0.4479393732902679,,,,0.09375,-0.10397656261920929,,,,,,,,0.0,,,,-0.9349523981373903,,,,,,,,,0.0,,,-0.009552293457090855,0.0,,,0.0,-4.0747525212387075,-0.0,,-0.0,,,,0.0,,-21.02952772506174,,,,,,,,,,,0.0,,,,,0.0,,,-0.3251340749628085,,,,,-26.563776721466237,,,,,,,,0.15625,,0.0,,,,0.0,,,,-4.298722207883841,,,0.0,,,
177.232685,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.21601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078029999999955635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.236087,,0.0,7.193595207031854,,33.34375,,,,11.77854853516788,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.03125,0.0,,-0.5923616787543011,,,,3.5625,-0.10946989059448242,0.06767106056213379,0.0,0.0,,0.0,,0.0,0.0,,,0.020076999999986356,-0.8392793938848662,,,,9.251968503936947,,,,,0.0,,,-0.0716879814863205,0.0,,,0.0,-4.08615941948046,-0.0,,-0.0,,,,0.0,,-25.185198023891008,,0.0,,-2.7878185583203187E9,,,,,1.0,,0.0,6.610241506912355,9.251968503936947,,,0.0,,,-0.21666375297788978,0.0,0.0,,,-31.9347796039717,,0.0,,,,,1.0,22.1875,,0.0,,,,-0.5714285969734192,0.0,,,-4.38234025885761,,,0.0,0.0,,
177.244111,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.255779,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
177.236087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005252000000012913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.255779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
177.255756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019668999999993275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.255779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.255756,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,0.06767106056213379,0.0,0.0,,0.0,,0.0,,,,,,,,,9.291338582677104,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-2.7878185583203187E9,,,,,1.0,,,6.610241506912355,9.291338582677104,,,,,,,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,,0.0,,
177.256901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.85,,,0.0,,,,,,,,,,,,12.240665283203125,,,,,,,,,,,,,,,,,107.0,,,,,,,,0.593630313873291,,0.0,,,,,0.0,0.0,,,,,,,
177.255756,,,20.185035352298936,,37.78125,,,,13.169588683491144,,,,0.0,,0.0,,0.0,,,1.0,,0.0,,111.93275535714287,-0.5632480213250233,,,,17.46875,-0.20773948729038239,,,,,,,,0.0,,,,-0.40446720703555145,,,,,,,,,0.0,,,-0.16031372547149658,0.0,,,0.0,-4.198224284120258,-0.0,,-1.1428571939468384,,,,0.0,,-29.510586699203827,,,,,,,,,,,0.0,,,,1.0,0.0,,,0.037918670137628,,,,,-37.126332034790366,,,,,,,,50.65625,,0.0,,,,-0.5714285969734192,,,,-4.479848294782769,,,0.0,,,
177.267239,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.255756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025339999999971496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.275594,,0.0,31.81725933060918,,45.8125,,,,352.47548389576934,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.03125,0.0,,-0.42110511482395907,,,,14.4375,-0.2298654168844223,0.06767106056213379,0.0,0.0,,0.0,,0.0,0.0,,,0.01983800000002134,0.04646143760812905,,,,9.311023622047184,,,,,0.0,,,-0.15219581127166748,0.0,,,0.0,-4.380674840237482,-0.0,,-8.0,,,,0.0,,-33.95037147562519,,0.0,,-2.7878185583203187E9,,,,,1.0,,0.0,6.610241506912355,9.311023622047184,,,0.0,,,0.10939623077789734,0.0,0.0,,,-42.204962962748894,,0.0,,,,,1.0,45.71875,,0.0,,,,-4.0,0.0,,,-4.591227397649462,,,0.0,0.0,,
177.278757,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.290179,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.275594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002584999999982074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.295774,,0.0,28.73853527158122,,41.96875,,,,356.0180371895483,0.0,0.0,,,,0.0,,0.0,,,1.0,,33.71875,0.0,,-0.18902784108772153,,,,44.40625,-0.2471388876438141,0.06767106056213379,0.0,0.0,,0.0,,0.0,0.0,,,0.0201799999999821,1.0189801318800968,,,,9.291338582677106,,,,,0.0,,,-0.15573595464229584,0.0,,,0.0,-4.621937498479241,-0.0,,-8.0,,,,0.0,,-38.48068244560846,,0.0,,-2.7878185583203187E9,,,,,1.0,,0.0,6.610241506912355,9.291338582677106,,,0.0,,,-0.03249534106362722,0.0,0.0,,,-47.19251103969336,,0.0,,,,,1.0,60.53125,,0.0,,,,-4.0,0.0,,,-4.716451419023102,,,0.0,0.0,,
177.301667,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.313105,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.295774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029130000000066048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.315718,,0.0,15.189960857235414,,47.3125,,,,356.3503926423838,0.0,0.0,,,,0.0,,0.0,,,1.0,,21.09375,0.0,,-0.0503005873558493,,,,35.25,-0.287514865398407,0.06767106056213379,0.0,0.0,,0.0,,0.0,0.0,,,0.01994400000000951,1.541312331941734,,,,9.271653543307028,,,,,0.0,,,-0.1910458654165268,0.0,,,0.0,-4.830345708650185,-0.0,,-13.142857551574707,,,,0.0,,-42.92041674772137,,0.0,,-2.7878185583203187E9,,,,,1.0,,0.0,6.610241506912355,9.271653543307028,,,0.0,,,-0.14210975603405965,0.0,0.0,,,-52.27456141566621,,0.0,,,,,1.0,37.84375,,0.0,,,,-8.0,0.0,,,-4.85549600232811,,,0.0,0.0,,
177.324526,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
177.315718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002563000000009197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
